"Experiment","Date","Cage.ID","Location","Tag","Fullness","Digestion","Contents.Weight","Prey.Taxa","LH.Stage","Count","Taxa Weight","Comments","Taxa","Mesh","tlc"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO25",3,5,0.0022,"Halicyclops sp.","undetermined",3,NA,NA,"Cyclopoid","wrap","OO25 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC11",3,5,7e-04,"Acanthocyclops sp.","adult",3,NA,NA,"Cyclopoid","wrap","RC11 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RG63",3,5,6e-04,"Eucyclops sp.","undetermined",1,NA,NA,"Cyclopoid","wrap","RG63 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","OO27",3,5,0.003,"Ceriodaphnia sp.","undetermined",6,NA,NA,"Cladocera","wrap","OO27 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC11",3,5,7e-04,"Bosmina sp.","undetermined",1,NA,NA,"Cladocera","wrap","RC11 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC11",3,5,7e-04,"Diaptomidae","adult",1,NA,NA,"Calanoid","wrap","RC11 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC11",3,5,7e-04,"Calanoida","copepodid",2,NA,NA,"Calanoid","wrap","RC11 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Eurytemora affinis","adult",2,NA,NA,"Calanoid","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO49",3,5,0.0029,"Calanoida","copepodid",2,NA,NA,"Calanoid","wrap","OO49 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO25",3,5,0.0022,"Eurytemora affinis","adult",5,NA,NA,"Calanoid","wrap","OO25 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO25",3,5,0.0022,"Bosmina sp.","undetermined",17,NA,NA,"Cladocera","wrap","OO25 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Ceriodaphnia sp.","undetermined",1,NA,NA,"Cladocera","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RK31",5,5,0.0035,"Sinocalanus doerrii","adult",3,NA,NA,"Calanoid","wrap","RK31 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RN49",4,5,0.0021,"Acanthocyclops sp.","adult",6,NA,NA,"Cyclopoid","wrap","RN49 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Simocephalus sp.","undetermined",3,NA,NA,"Cladocera","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RK31",5,5,0.0035,"Daphnia sp.","undetermined",8,NA,NA,"Cladocera","wrap","RK31 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Acanthocyclops sp.","adult",7,NA,NA,"Cyclopoid","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Diaptomidae","adult",1,NA,NA,"Calanoid","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RN73",4,5,0.0015,"Acanthocyclops sp.","adult",2,NA,NA,"Cyclopoid","wrap","RN73 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RN73",4,5,0.0015,"Acanthocyclops sp.","copepodid",23,NA,NA,"Cyclopoid","wrap","RN73 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO49",3,5,0.0029,"Ceriodaphnia sp.","undetermined",3,NA,NA,"Cladocera","wrap","OO49 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RN73",4,5,0.0015,"Bosmina sp.","undetermined",3,NA,NA,"Cladocera","wrap","RN73 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RN73",4,5,0.0015,"Chydorus sp.","undetermined",16,NA,NA,"Cladocera","wrap","RN73 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RL05",4,5,0.0022,"Chironomidae","larva",1,NA,NA,"Diptera","wrap","RL05 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RK31",5,5,0.0035,"Eurytemora affinis","adult",12,NA,NA,"Calanoid","wrap","RK31 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Eucyclops sp.","undetermined",1,NA,NA,"Cyclopoid","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Sida sp.","undetermined",1,NA,NA,"Cladocera","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RK31",5,5,0.0035,"Sinocalanus doerrii","copepodid",4,NA,NA,"Calanoid","wrap","RK31 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RJ77",3,5,0.0015,"Diacyclops thomasi","undetermined",1,NA,NA,"Cyclopoid","wrap","RJ77 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RG30",3,6,6e-04,"Eurytemora affinis","adult",1,NA,NA,"Calanoid","wrap","RG30 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RG63",3,5,6e-04,"Ceriodaphnia sp.","undetermined",1,NA,NA,"Cladocera","wrap","RG63 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RN49",4,5,0.0021,"Daphnia sp.","undetermined",10,NA,NA,"Cladocera","wrap","RN49 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RN71",4,4,0.0036,"Eucyclops sp.","undetermined",2,NA,NA,"Cyclopoid","wrap","RN71 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RN73",4,5,0.0015,"Cyclopoida","copepodid",5,NA,NA,"Cyclopoid","wrap","RN73 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO25",3,5,0.0022,"Calanoida","copepodid",11,NA,NA,"Calanoid","wrap","OO25 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO25",3,5,0.0022,"Acanthocyclops sp.","adult",12,NA,NA,"Cyclopoid","wrap","OO25 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO25",3,5,0.0022,"Acanthocyclops sp.","copepodid",52,NA,NA,"Cyclopoid","wrap","OO25 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RL05",4,5,0.0022,"Diaptomidae","adult",1,NA,NA,"Calanoid","wrap","RL05 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Sinocalanus doerrii","copepodid",1,NA,NA,"Calanoid","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Bosmina sp.","undetermined",15,NA,NA,"Cladocera","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC11",3,5,7e-04,"Bivalvia","juvenile",1,NA,NA,"Other","wrap","RC11 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RC48",4,4,0.004,"Cladocera","undetermined",7,NA,NA,"Cladocera","wrap","RC48 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RJ77",3,5,0.0015,"Daphnia sp.","undetermined",7,NA,NA,"Cladocera","wrap","RJ77 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Acanthocyclops sp.","copepodid",50,NA,NA,"Cyclopoid","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RK31",5,5,0.0035,"Diacyclops thomasi","undetermined",14,NA,NA,"Cyclopoid","wrap","RK31 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Simocephalus sp.","undetermined",1,NA,NA,"Cladocera","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RN71",4,4,0.0036,"Ceriodaphnia sp.","undetermined",1,NA,NA,"Cladocera","wrap","RN71 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Acanthocyclops sp.","copepodid",15,NA,NA,"Cyclopoid","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Acanthocyclops sp.","copepodid",56,NA,NA,"Cyclopoid","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Calanoida","copepodid",1,NA,NA,"Calanoid","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RK31",5,5,0.0035,"Acanthocyclops sp.","copepodid",77,NA,NA,"Cyclopoid","wrap","RK31 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RN71",4,4,0.0036,"Gammaridea","undetermined",1,NA,"too digested, possibly more than one animal","Amphipod","wrap","RN71 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Ceriodaphnia sp.","undetermined",1,NA,NA,"Cladocera","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RC48",4,4,0.004,"Daphnia sp.","undetermined",15,NA,NA,"Cladocera","wrap","RC48 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RG30",3,6,6e-04,"Simocephalus sp.","undetermined",2,NA,NA,"Cladocera","wrap","RG30 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RL05",4,5,0.0022,"Simocephalus sp.","undetermined",1,NA,NA,"Cladocera","wrap","RL05 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RL05",4,5,0.0022,"Acanthocyclops sp.","adult",3,NA,NA,"Cyclopoid","wrap","RL05 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","OO27",3,5,0.003,"Daphnia sp.","undetermined",8,NA,NA,"Cladocera","wrap","OO27 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RG63",3,5,6e-04,"Daphnia sp.","undetermined",6,NA,NA,"Cladocera","wrap","RG63 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Acanthocyclops sp.","adult",12,NA,NA,"Cyclopoid","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RJ61",3,5,0.0022,"Acanthocyclops sp.","adult",3,NA,NA,"Cyclopoid","wrap","RJ61 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RN71",4,4,0.0036,"Diaptomidae","adult",1,NA,NA,"Calanoid","wrap","RN71 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RN71",4,4,0.0036,"Acanthocyclops sp.","adult",6,NA,NA,"Cyclopoid","wrap","RN71 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RN71",4,4,0.0036,"Acanthocyclops sp.","copepodid",3,NA,NA,"Cyclopoid","wrap","RN71 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Sinocalanus doerrii","adult",4,NA,NA,"Calanoid","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RG30",3,6,6e-04,"Daphnia sp.","undetermined",2,NA,NA,"Cladocera","wrap","RG30 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RG30",3,6,6e-04,"Bosmina sp.","undetermined",2,NA,NA,"Cladocera","wrap","RG30 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RG68",4,5,8e-04,"Chydorus sp.","undetermined",1,NA,NA,"Cladocera","wrap","RG68 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RN73",4,5,0.0015,"Calanoida","copepodid",2,NA,NA,"Calanoid","wrap","RN73 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RN73",4,5,0.0015,"Ceriodaphnia sp.","undetermined",1,NA,NA,"Cladocera","wrap","RN73 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RK31",5,5,0.0035,"Bosmina sp.","undetermined",22,NA,NA,"Cladocera","wrap","RK31 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Scapholeberis sp.","undetermined",1,NA,NA,"Cladocera","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RG63",3,5,6e-04,"Diacyclops thomasi","undetermined",1,NA,NA,"Cyclopoid","wrap","RG63 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO67",4,4,0.003,"Bosmina sp.","undetermined",25,NA,NA,"Cladocera","wrap","OO67 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RJ61",3,5,0.0022,"Acanthocyclops sp.","copepodid",1,NA,NA,"Cyclopoid","wrap","RJ61 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Chydorus sp.","undetermined",1,NA,NA,"Cladocera","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RJ61",3,5,0.0022,"Eucyclops sp.","undetermined",1,NA,NA,"Cyclopoid","wrap","RJ61 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RN71",4,4,0.0036,"Cyclopoida","copepodid",1,NA,NA,"Cyclopoid","wrap","RN71 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RN71",4,4,0.0036,"Daphnia sp.","undetermined",14,NA,NA,"Cladocera","wrap","RN71 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RN49",4,5,0.0021,"Osphranticum labronectum","adult",1,NA,NA,"Calanoid","wrap","RN49 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RC48",4,4,0.004,"Acanthocyclops sp.","copepodid",1,NA,NA,"Cyclopoid","wrap","RC48 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Calanoida","copepodid",9,NA,NA,"Calanoid","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Cyclopoida","copepodid",10,NA,NA,"Cyclopoid","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Acanthocyclops sp.","adult",7,NA,NA,"Cyclopoid","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RK31",5,5,0.0035,"Chydorus sp.","undetermined",17,NA,NA,"Cladocera","wrap","RK31 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Mesocyclops sp.","undetermined",1,NA,NA,"Cyclopoid","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RJ61",3,5,0.0022,"Daphnia sp.","undetermined",5,NA,NA,"Cladocera","wrap","RJ61 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO67",4,4,0.003,"Chydorus sp.","undetermined",14,NA,NA,"Cladocera","wrap","OO67 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO67",4,4,0.003,"Diacyclops thomasi","undetermined",2,NA,NA,"Cyclopoid","wrap","OO67 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO67",4,4,0.003,"Eurytemora affinis","adult",4,NA,NA,"Calanoid","wrap","OO67 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Eurytemora affinis","copepodid",1,NA,NA,"Calanoid","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RN73",4,5,0.0015,"Diacyclops thomasi","undetermined",4,NA,NA,"Cyclopoid","wrap","RN73 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Diacyclops thomasi","undetermined",3,NA,NA,"Cyclopoid","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RK31",5,5,0.0035,"Eurytemora affinis","copepodid",13,NA,NA,"Calanoid","wrap","RK31 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Crangonyx sp.","undetermined",1,NA,NA,"Amphipod","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Cyclopoida","copepodid",7,NA,NA,"Cyclopoid","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Calanoida","copepodid",6,NA,NA,"Calanoid","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Eucyclops sp.","undetermined",3,NA,NA,"Cyclopoid","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Diaptomidae","adult",1,NA,NA,"Calanoid","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Daphnia sp.","undetermined",3,NA,NA,"Cladocera","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RL05",4,5,0.0022,"Diacyclops thomasi","undetermined",1,NA,NA,"Cyclopoid","wrap","RL05 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Eurytemora affinis","adult",3,NA,NA,"Calanoid","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC11",3,5,7e-04,"Cyclopoida","copepodid",7,NA,NA,"Cyclopoid","wrap","RC11 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Ceriodaphnia sp.","undetermined",3,NA,NA,"Cladocera","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Daphnia sp.","undetermined",4,NA,NA,"Cladocera","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RN73",4,5,0.0015,"Eurytemora affinis","adult",3,NA,NA,"Calanoid","wrap","RN73 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO67",4,4,0.003,"Ceriodaphnia sp.","undetermined",1,NA,NA,"Cladocera","wrap","OO67 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RJ77",3,5,0.0015,"Acanthocyclops sp.","copepodid",1,NA,NA,"Cyclopoid","wrap","RJ77 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Diacyclops thomasi","undetermined",3,NA,NA,"Cyclopoid","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Diacyclops thomasi","undetermined",5,NA,NA,"Cyclopoid","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Chydorus sp.","undetermined",27,NA,NA,"Cladocera","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RC75",5,5,0.0032,"Cyclopoida","copepodid",7,NA,NA,"Cyclopoid","wrap","RC75 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RL05",4,5,0.0022,"Acanthocyclops sp.","copepodid",5,NA,NA,"Cyclopoid","wrap","RL05 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Daphnia sp.","undetermined",24,NA,NA,"Cladocera","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RG68",4,5,8e-04,"Simocephalus sp.","undetermined",2,NA,NA,"Cladocera","wrap","RG68 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RJ61",3,5,0.0022,"Diaptomidae","copepodid",1,NA,NA,"Calanoid","wrap","RJ61 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Bosmina sp.","undetermined",11,NA,NA,"Cladocera","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO67",4,4,0.003,"Chydoridae","undetermined",1,NA,NA,"Cladocera","wrap","OO67 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Eucyclops sp.","undetermined",2,NA,NA,"Cyclopoid","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RG30",3,6,6e-04,"Diacyclops thomasi","undetermined",17,NA,NA,"Cyclopoid","wrap","RG30 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RH59",5,5,0.0059,"Diacyclops thomasi","undetermined",3,NA,NA,"Cyclopoid","wrap","RH59 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO67",4,4,0.003,"Acanthocyclops sp.","adult",3,NA,NA,"Cyclopoid","wrap","OO67 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RL05",4,5,0.0022,"Daphnia sp.","undetermined",19,NA,NA,"Cladocera","wrap","RL05 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Eurytemora affinis","adult",4,NA,NA,"Calanoid","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RG68",4,5,8e-04,"Eucyclops sp.","undetermined",1,NA,NA,"Cyclopoid","wrap","RG68 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RG68",4,5,8e-04,"Cladocera","undetermined",3,NA,NA,"Cladocera","wrap","RG68 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO67",4,4,0.003,"Eurytemora affinis","copepodid",1,NA,NA,"Calanoid","wrap","OO67 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RG30",3,6,6e-04,"Acanthocyclops sp.","copepodid",6,NA,NA,"Cyclopoid","wrap","RG30 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Daphnia sp.","undetermined",3,NA,NA,"Cladocera","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RG68",4,5,8e-04,"Daphnia sp.","undetermined",1,NA,NA,"Cladocera","wrap","RG68 RV.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RJ61",3,5,0.0022,"Osphranticum labronectum","adult",1,NA,NA,"Calanoid","wrap","RJ61 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO67",4,4,0.003,"Acanthocyclops sp.","copepodid",17,NA,NA,"Cyclopoid","wrap","OO67 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO67",4,4,0.003,"Cyclopoida","copepodid",11,NA,NA,"Cyclopoid","wrap","OO67 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Eurytemora affinis","copepodid",5,NA,NA,"Calanoid","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Sinocalanus doerrii","copepodid",3,NA,NA,"Calanoid","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Bosmina sp.","undetermined",15,NA,NA,"Cladocera","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RL55",5,5,0.0019,"Chydorus sp.","undetermined",31,NA,NA,"Cladocera","wrap","RL55 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RG68",4,5,8e-04,"Acanthocyclops sp.","copepodid",7,NA,NA,"Cyclopoid","wrap","RG68 RV.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RG30",3,6,6e-04,"Acanthocyclops sp.","adult",2,NA,"0.0006","Cyclopoid","wrap","RG30 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","OO67",4,4,0.003,"Calanoida","copepodid",2,NA,NA,"Calanoid","wrap","OO67 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Sinocalanus doerrii","adult",1,NA,NA,"Calanoid","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Acanthocyclops sp.","copepodid",78,NA,NA,"Cyclopoid","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-03-27,"C","DWSC.Winter","RJ54",5,5,0.0032,"Chydorus sp.","undetermined",17,NA,NA,"Cladocera","wrap","RJ54 DWSC.Winter C"
"Cage Prototypes",2019-02-25,"C","RV.Winter","RG68",4,5,8e-04,"Acanthocyclops sp.","adult",3,NA,NA,"Cyclopoid","wrap","RG68 RV.Winter C"
"Cage Prototypes",2019-03-27,"D","DWSC.Winter","RG12",4,5,0.0028,"Eurytemora affinis","adult",2,NA,NA,"Calanoid","wrap","RG12 DWSC.Winter D"
"Cage Prototypes",2019-02-25,"D","RV.Winter","RJ83",5,5,0.004,"Bosmina sp.","undetermined",1,NA,NA,"Cladocera","wrap","RJ83 RV.Winter D"
"Cage Prototypes",2019-03-27,"D","DWSC.Winter","RG12",4,5,0.0028,"Acanthocyclops sp.","copepodid",70,NA,NA,"Cyclopoid","wrap","RG12 DWSC.Winter D"
"Cage Prototypes",2019-02-25,"D","RV.Winter","RK47",3,5,0.0019,"Diacyclops thomasi","undetermined",1,NA,NA,"Cyclopoid","wrap","RK47 RV.Winter D"
"Cage Prototypes",2019-02-25,"D","RV.Winter","RJ83",5,5,0.004,"Cladocera","undetermined",11,NA,NA,"Cladocera","wrap","RJ83 RV.Winter D"
"Cage Prototypes",2019-02-25,"D","RV.Winter","RJ83",5,5,0.004,"Acanthocyclops sp.","copepodid",10,NA,NA,"Cyclopoid","wrap","RJ83 RV.Winter D"
"Cage Prototypes",2019-02-25,"D","RV.Winter","RJ83",5,5,0.004,"Diacyclops thomasi","undetermined",2,NA,NA,"Cyclopoid","wrap","RJ83 RV.Winter D"
"Cage Prototypes",2019-02-25,"D","RV.Winter","RJ83",5,5,0.004,"Daphnia sp.","undetermined",20,NA,NA,"Cladocera","wrap","RJ83 RV.Winter D"
