"Study","Year","Month","Date","Site","Treatment","Cage ID","Tag","Fullness","Digestion","Total Contents Weight","Prey Taxa","LH Stage","Prey Taxa LH Stage","Count","Taxa Weight","Comments"
"Feeding","2022","2",2022-02-10,"Rio Vista","Live","FCCL Control","S1CLN6",6,5,0.0177,"naupli",NA,"Copepod nauplii",1779,NA,NA
"Feeding","2022","2",2022-02-10,"Rio Vista","Live","FCCL Control","S1CLN6",6,5,0.0177,"digested material",NA,"Digestive material",NA,NA,NA
"Feeding","2022","2",2022-02-10,"Rio Vista","Live","FCCL Control","S1CLN8",6,5,0.0278,"Eggs",NA,"Unidentified eggs",1,NA,"looks like a fish egg"
"Feeding","2022","2",2022-02-10,"Rio Vista","Live","FCCL Control","S1CLN8",6,5,0.0278,"naupli",NA,"Copepod nauplii",2145,NA,NA
"Feeding","2022","2",2022-02-10,"Rio Vista","Live","FCCL Control","S1CLN8",6,5,0.0278,"digested material",NA,"Digestive material",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","1","S2C1N1",1,1,0,"EMPTY",NA,"Empty",0,NA,"subsample #2"
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","1","S2C1N10",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","1","S2C1N2",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","1","S2C1N3",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","1","S2C1N6",2,5,0,"Daphnia sp.",NA,"Daphnia",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","1","S2C1N6",2,5,0,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N10",2,5,4e-04,"Bosmina sp.",NA,"Bosmina",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N10",2,5,4e-04,"Daphnia sp.",NA,"Daphnia",5,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N10",2,5,4e-04,"Eggs",NA,"Unidentified eggs",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N10",2,5,4e-04,"Animal parts",NA,"Animal parts",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N10",2,5,4e-04,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N3",4,5,0.0013,"Daphnia sp.",NA,"Daphnia",11,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N3",4,5,0.0013,"Diacyclops thomasi","adult","Diacyclops thomasi adult",5,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N3",4,5,0.0013,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N3",4,5,0.0013,"Acanthocyclops sp.","adult","Acanthocyclops adult",6,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N3",4,5,0.0013,"Eucyclops sp.","copepodid","Eucyclops copepodid",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N3",4,5,0.0013,"Sinocalanus doerrii","adult","Sinocalanus doerrii adult",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N3",4,5,0.0013,"Animal parts",NA,"Animal parts",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","2","S2C2N5",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N6",2,5,0,"Daphnia sp.",NA,"Daphnia",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N6",2,5,0,"Eucyclops sp.","copepodid","Eucyclops copepodid",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N6",2,5,0,"Animal parts",NA,"Animal parts",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N9",2,5,0,"Diaptomidae","adult","Diaptomidae adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","2","S2C2N9",2,5,0,"Daphnia sp.",NA,"Daphnia",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","3","S2C3N1",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","3","S2C3N2",2,5,0,"Daphnia sp.",NA,"Daphnia",5,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","3","S2C3N2",2,5,0,"Ceriodaphnia sp.",NA,"Ceriodaphnia",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","3","S2C3N4",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","3","S2C3N5",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","3","S2C3N6",2,3,0,"Daphnia sp.",NA,"Daphnia",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","3","S2C3N6",2,3,0,"Cyclopoida",NA,"Cyclopoida",2,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","4","S2C4N2",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N4",4,5,0,"Daphnia sp.",NA,"Daphnia",8,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N4",4,5,0,"Eucyclops sp.",NA,"Eucyclops",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N4",4,5,0,"Acanthocyclops sp.","adult","Acanthocyclops adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N4",4,5,0,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N5",4,5,9e-04,"Harpacticoida",NA,"Harpacticoida",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N5",4,5,9e-04,"Eucyclops sp.","adult","Eucyclops adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N5",4,5,9e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N5",4,5,9e-04,"Copepoda",NA,"Copepoda",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N5",4,5,9e-04,"Daphnia sp.",NA,"Daphnia",8,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N6",2,5,0,"Acanthocyclops sp.","adult","Acanthocyclops adult",3,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N6",2,5,0,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N6",2,5,0,"Harpacticoida",NA,"Harpacticoida",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N6",2,5,0,"Daphnia sp.",NA,"Daphnia",4,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N7",2,4,0,"Daphnia sp.",NA,"Daphnia",9,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N7",2,4,0,"Diacyclops thomasi",NA,"Diacyclops thomasi",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","4","S2C4N7",2,4,0,"Amphipoda parts",NA,"Amphipoda parts",NA,NA,"antenna one and two"
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","5","S2C5N1",2,5,0,"Daphnia sp.",NA,"Daphnia",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","5","S2C5N1",2,5,0,"Diacyclops thomasi",NA,"Diacyclops thomasi",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","5","S2C5N3",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","5","S2C5N7",3,5,6e-04,"Daphnia sp.",NA,"Daphnia",13,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","5","S2C5N8",2,5,0,"Daphnia sp.",NA,"Daphnia",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","5","S2C5N8",2,5,0,"Leydigia sp.",NA,"Leydigia",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","5","S2C5N9",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N3",4,5,0.0099,"Eggs",NA,"Unidentified eggs",29,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N3",4,5,0.0099,"Daphnia sp.",NA,"Daphnia",6,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N3",4,5,0.0099,"Nematoda",NA,"Nematoda",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N3",4,5,0.0099,"Calanoida",NA,"Calanoida",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N3",4,5,0.0099,"Plant material",NA,"Plant material",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Chydoridae",NA,"Chydoridae",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Simocephalus sp.",NA,"Simocephalus",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",3,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",5,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Eucyclops sp.","adult","Eucyclops adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Bosmina sp.",NA,"Bosmina",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Eggs",NA,"Unidentified eggs",3,NA,"fish?"
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Daphnia sp.",NA,"Daphnia",3,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Eucyclops sp.","adult","Eucyclops adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Diacyclops thomasi","adult","Diacyclops thomasi adult",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Eggs",NA,"Unidentified eggs",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Plant material",NA,"Plant material",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Acanthocyclops sp.","adult","Acanthocyclops adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",5,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Daphnia sp.",NA,"Daphnia",10,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N6",2,2,0,"Gammaridea",NA,"Gammaridea",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Daphnia sp.",NA,"Daphnia",16,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Crangonyx sp.",NA,"Crangonyx",2,NA,"accessory flagellum present"
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Sinocalanus doerrii","adult","Sinocalanus doerrii adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Diaptomidae","adult","Diaptomidae adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",6,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Diacyclops thomasi","adult","Diacyclops thomasi adult",4,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",5,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Graptoleberis sp.",NA,"Graptoleberis",1,NA,"Graptoleberis testudinaria? Only one official species listed"
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N10",2,5,0,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Simocephalus sp.",NA,"Simocephalus",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",6,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Daphnia sp.",NA,"Daphnia",6,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Animal parts",NA,"Animal parts",NA,NA,"could not fit into any category, very digested"
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Cyclopoida",NA,"Cyclopoida",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Bosmina sp.",NA,"Bosmina",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Simocephalus sp.",NA,"Simocephalus",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",6,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Daphnia sp.",NA,"Daphnia",12,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Bosmina sp.",NA,"Bosmina",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Daphnia sp.",NA,"Daphnia",3,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Simocephalus sp.",NA,"Simocephalus",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",3,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",6,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","7","S2C7N8",2,5,0,"Plant material",NA,"Plant material",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N1",2,5,0,"Daphnia sp.",NA,"Daphnia",3,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Daphnia sp.",NA,"Daphnia",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Ceriodaphnia sp.",NA,"Ceriodaphnia",3,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Cyclopoida",NA,"Cyclopoida",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Bosmina sp.",NA,"Bosmina",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Acanthocyclops sp.","adult","Acanthocyclops adult",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",6,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Diacyclops thomasi","adult","Diacyclops thomasi adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Eucyclops sp.","adult","Eucyclops adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N2",2,5,0,"Daphnia sp.",NA,"Daphnia",11,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N2",2,5,0,"Harpacticoida",NA,"Harpacticoida",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N2",2,5,0,"Diaptomidae","adult","Diaptomidae adult",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N2",2,5,0,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N2",2,5,0,"Plant material",NA,"Plant material",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Ostracoda",NA,"Ostracoda",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Bosmina sp.",NA,"Bosmina",4,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Ceriodaphnia sp.",NA,"Ceriodaphnia",2,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Daphnia sp.",NA,"Daphnia",16,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Macrocyclops sp.","copepodid","Macrocyclops copepodid",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",3,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",3,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",6,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",3,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N9",3,5,0.0029,"Eggs",NA,"Unidentified eggs",7,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","8","S2C8N9",3,5,0.0029,"Daphnia sp.",NA,"Daphnia",6,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN10",2,1,5e-04,"digested material",NA,"Digestive material",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN4",3,5,0.005,"Eggs",NA,"Unidentified eggs",24,NA,"fish?"
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN5",2,3,6e-04,"naupli",NA,"Copepod nauplii",18,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN5",2,3,6e-04,"digested material",NA,"Digestive material",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN6",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN8",2,1,0.0012,"digested material",NA,"Digestive material",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN4",4,4,0.0043,"naupli",NA,"Copepod nauplii",29,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN4",4,4,0.0043,"digested material",NA,"Digestive material",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN5",4,4,0.0118,"naupli",NA,"Copepod nauplii",79,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN5",4,4,0.0118,"digested material",NA,"Digestive material",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN7",2,2,0,"naupli",NA,"Copepod nauplii",1,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN7",2,2,0,"digested material",NA,"Digestive material",NA,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN8",5,2,0.011,"naupli",NA,"Copepod nauplii",63,NA,NA
"Feeding","2022","2",2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN8",5,2,0.011,"digested material",NA,"Digestive material",NA,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",2,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Bosmina sp.",NA,"Bosmina",1,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Daphnia sp.",NA,"Daphnia",10,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",5,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",19,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",9,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",8,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Osphranticum labronectum","adult","Osphranticum labronectum adult",1,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Eurytemora affinis","adult","Eurytemora affinis adult",1,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Gammaridea","juvenile","Gammaridea juvenile",1,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Amphipoda parts",NA,"Amphipoda parts",NA,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Halicyclops sp.","adult","Halicyclops adult",1,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Acanthocyclops sp.","adult","Acanthocyclops adult",3,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",4,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Diacyclops thomasi","adult","Diacyclops thomasi adult",7,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",6,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Eucyclops sp.","adult","Eucyclops adult",1,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Ceriodaphnia sp.",NA,"Ceriodaphnia",3,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Daphnia sp.",NA,"Daphnia",15,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N7",2,5,0,"Diacyclops thomasi",NA,"Diacyclops thomasi",2,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N7",2,5,0,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N7",2,5,0,"Daphnia sp.",NA,"Daphnia",6,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N8",2,5,0,"Macrocyclops sp.","copepodid","Macrocyclops copepodid",1,NA,NA
"Feeding","2022","2",2022-02-22,"Rio Vista","Dry","1","S3C1N8",2,5,0,"Daphnia sp.",NA,"Daphnia",12,NA,NA
