"Study","Site","Date","Cage","SampleType","FlowMeterStart","FlowMeterEnd","Rotations","VolumeSampled","TotalVolume","SubsampledVolume","Taxon","Count","AdjCount","CPUE"
"North Delta Pilot","Rio Vista",2019-08-26,NA,"Tow",994983,994437,546,6.17083241675636,56,0.4,"Bosmina",5,700,113.436883830974
"North Delta Pilot","Rio Vista",2019-08-26,NA,"Tow",994983,994437,546,6.17083241675636,56,0.4,"Ceriodaphnia",1,140,22.6873767661948
"Suisun Marsh Pilot","Suisun Marsh",2019-10-11,NA,"Tow",994325,994129,196,2.21517061114331,74,0.15,"Rotifer",3,1480,668.120095379981
"Suisun Marsh Pilot","Suisun Marsh",2019-10-11,NA,"Tow",994325,994129,196,2.21517061114331,74,0.15,"Copepod nauplii",331,163293.333333333,73715.917190258
"Suisun Marsh Pilot","Suisun Marsh",2019-10-11,NA,"Tow",994325,994129,196,2.21517061114331,74,0.1,"Cyclopoida copepodid",114,84360,38082.8454366589
"Suisun Marsh Pilot","Suisun Marsh",2019-10-11,NA,"Tow",994325,994129,196,2.21517061114331,74,0.1,"Limnoithona tetraspina",108,79920,36078.485150519
"Suisun Marsh Pilot","Suisun Marsh",2019-10-11,NA,"Tow",994325,994129,196,2.21517061114331,74,0.1,"Calanoida copepodid",2,1480,668.120095379981
"Suisun Marsh Pilot","Suisun Marsh",2019-10-11,NA,"Tow",994325,994129,196,2.21517061114331,74,0.1,"Maeotias marginata (large)",2,1480,668.120095379981
"Suisun Marsh Pilot","Suisun Marsh",2019-10-15,NA,"Tow",993443,993014,429,4.84851118459429,68,0.06,"Rotifer",5,5666.66666666667,1168.74365159185
"Suisun Marsh Pilot","Suisun Marsh",2019-10-15,NA,"Tow",993443,993014,429,4.84851118459429,68,0.06,"Copepod nauplii",419,474866.666666667,97940.7180033973
"Suisun Marsh Pilot","Suisun Marsh",2019-10-15,NA,"Tow",993443,993014,429,4.84851118459429,68,0.06,"Cyclopoida copepodid",130,147333.333333333,30387.3349413882
"Suisun Marsh Pilot","Suisun Marsh",2019-10-15,NA,"Tow",993443,993014,429,4.84851118459429,68,0.06,"Limnoithona tetraspina",88,99733.3333333333,20569.8882680166
"Suisun Marsh Pilot","Suisun Marsh",2019-10-15,NA,"Tow",993443,993014,429,4.84851118459429,68,0.06,"Calanoida copepodid",3,3400,701.246190955112
"Suisun Marsh Pilot","Suisun Marsh",2019-10-15,NA,"Tow",993443,993014,429,4.84851118459429,68,0.06,"Maeotias marginata (large)",2,2266.66666666667,467.497460636741
"Suisun Marsh Pilot","Suisun Marsh",2019-10-16,NA,"Tow",992658,992494,164,1.85351010320155,51,0.03,"Rotifer",9,15300,8254.60836365148
"Suisun Marsh Pilot","Suisun Marsh",2019-10-16,NA,"Tow",992658,992494,164,1.85351010320155,51,0.03,"Copepod nauplii",415,705500,380629.163435041
"Suisun Marsh Pilot","Suisun Marsh",2019-10-16,NA,"Tow",992658,992494,164,1.85351010320155,51,0.03,"Cyclopoida copepodid",189,321300,173346.775636681
"Suisun Marsh Pilot","Suisun Marsh",2019-10-16,NA,"Tow",992658,992494,164,1.85351010320155,51,0.03,"Limnoithona tetraspina",101,171700,92635.0494143111
"Suisun Marsh Pilot","Suisun Marsh",2019-10-21,NA,"Tow",992210,992112,98,1.10758530557165,45,0.08,"Rotifer",17,9562.5,8633.64650279875
"Suisun Marsh Pilot","Suisun Marsh",2019-10-21,NA,"Tow",992210,992112,98,1.10758530557165,45,0.08,"Copepod nauplii",295,165937.5,149819.159901508
"Suisun Marsh Pilot","Suisun Marsh",2019-10-21,NA,"Tow",992210,992112,98,1.10758530557165,45,0.07,"Acanthocyclops adult",1,642.857142857143,580.413210272185
"Suisun Marsh Pilot","Suisun Marsh",2019-10-21,NA,"Tow",992210,992112,98,1.10758530557165,45,0.07,"Cyclopoida copepodid",89,57214.2857142857,51656.7757142244
"Suisun Marsh Pilot","Suisun Marsh",2019-10-21,NA,"Tow",992210,992112,98,1.10758530557165,45,0.07,"Limnoithona tetraspina",122,78428.5714285714,70810.4116532065
"Suisun Marsh Pilot","Suisun Marsh",2019-10-21,NA,"Tow",992210,992112,98,1.10758530557165,45,0.07,"Calanoida copepodid",5,3214.28571428571,2902.06605136092
"Suisun Marsh Pilot","Suisun Marsh",2019-10-21,NA,"Tow",992210,992112,98,1.10758530557165,45,0.07,"Maeotias marginata (large)",2,1285.71428571429,1160.82642054437
"Suisun Marsh Pilot","Suisun Marsh",2019-10-28,NA,"Tow",992105,991678,427,4.82590740284793,99,0.13,"Rotifer",34,25892.3076923077,5365.27237904063
"Suisun Marsh Pilot","Suisun Marsh",2019-10-28,NA,"Tow",992105,991678,427,4.82590740284793,99,0.13,"Copepod nauplii",280,213230.769230769,44184.5960626876
"Suisun Marsh Pilot","Suisun Marsh",2019-10-28,NA,"Tow",992105,991678,427,4.82590740284793,99,0.08,"Cyclopoida copepodid",102,126225,26155.7028478231
"Suisun Marsh Pilot","Suisun Marsh",2019-10-28,NA,"Tow",992105,991678,427,4.82590740284793,99,0.08,"Limnoithona tetraspina",112,138600,28719.9874407469
"Suisun Marsh Pilot","Suisun Marsh",2019-10-28,NA,"Tow",992105,991678,427,4.82590740284793,99,0.08,"Calanoida copepodid",3,3712.5,769.28537787715
"Suisun Marsh Pilot","Suisun Marsh",2019-11-04,NA,"Tow",991391,991281,110,1.24320799604982,47,0.04,"Rotifer",8,9400,7561.08392953365
"Suisun Marsh Pilot","Suisun Marsh",2019-11-04,NA,"Tow",991391,991281,110,1.24320799604982,47,0.04,"Copepod nauplii",338,397150,319455.796022797
"Suisun Marsh Pilot","Suisun Marsh",2019-11-04,NA,"Tow",991391,991281,110,1.24320799604982,47,0.04,"Cyclopoida copepodid",154,180950,145550.865643523
"Suisun Marsh Pilot","Suisun Marsh",2019-11-04,NA,"Tow",991391,991281,110,1.24320799604982,47,0.04,"Limnoithona tetraspina",100,117500,94513.5491191706
"Suisun Marsh Pilot","Suisun Marsh",2019-11-04,NA,"Tow",991391,991281,110,1.24320799604982,47,0.04,"Calanoida copepodid",4,4700,3780.54196476682
"Suisun Marsh Pilot","Suisun Marsh",2019-11-04,NA,"Tow",991391,991281,110,1.24320799604982,47,0.04,"Eurytemora carolleeae adult",1,1175,945.135491191706
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,0.6,"Rotifer",64,4906.66666666667,1240.41611942258
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,0.6,"Copepod nauplii",239,18323.3333333333,4632.1789459687
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,0.6,"Ostracoda",5,383.333333333333,96.9075093298892
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Acanthocyclops adult",1,18.4,4.65156044783468
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Cyclopoida copepodid",33,607.2,153.501494778544
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Limnoithona tetraspina",1,18.4,4.65156044783468
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Tropocyclops prasinus",2,36.8,9.30312089566936
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Calanoida copepodid",72,1324.8,334.912352244097
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Pseudodiaptomus forbesi adult",1,18.4,4.65156044783468
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Alona",8,147.2,37.2124835826775
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Bosmina",4,73.6,18.6062417913387
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Camptocercus",4,73.6,18.6062417913387
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Chydorus",7,128.8,32.5609231348428
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Graptoleberis",2,36.8,9.30312089566936
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Ilyocryptus",6,110.4,27.9093626870081
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Macrothrix",56,1030.4,260.487385078742
"Suisun Marsh Pilot","Yolo Bypass",2019-10-10,NA,"Tow",986666,987016,350,3.95566180561305,46,2.5,"Harpacticoida",2,36.8,9.30312089566936
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,0.3,"Rotifer",45,6150,751.597695769589
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,0.3,"Copepod nauplii",355,48516.6666666667,5929.2707110712
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,0.3,"Ostracoda",16,2186.66666666667,267.234736273631
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Cyclopoida copepodid",51,1045.5,127.77160828083
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Limnoithona tetraspina",16,328,40.0852104410447
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Microcyclops rubellus",2,41,5.01065130513059
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Tropocyclops prasinus",3,61.5,7.51597695769589
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Calanoida copepodid",96,1968,240.511262646268
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Pseudodiaptomus forbesi adult",3,61.5,7.51597695769589
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Alona",2,41,5.01065130513059
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Bosmina",1,20.5,2.5053256525653
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Camptocercus",4,82,10.0213026102612
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Ceriodaphnia",1,20.5,2.5053256525653
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Chydorus",7,143.5,17.5372795679571
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Diaphanosoma",2,41,5.01065130513059
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Graptoleberis",1,20.5,2.5053256525653
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Ilyocryptus",4,82,10.0213026102612
"Suisun Marsh Pilot","Yolo Bypass",2019-10-15,NA,"Tow",1e+06,999276,724,8.18256899218243,41,2,"Macrothrix",10,205,25.053256525653
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,0.4,"Rotifer",86,9460,1880.96197395953
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,0.4,"Copepod nauplii",192,21120,4199.35696511895
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,0.4,"Ostracoda",22,2420,481.17631891988
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Acanthocyclops adult",2,88,17.4973206879956
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Cyclopoida copepodid",27,1188,236.213829287941
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Eucyclops pectinifer",1,44,8.74866034399781
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Limnoithona tetraspina",8,352,69.9892827519825
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Microcyclops rubellus",1,44,8.74866034399781
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Calanoida copepodid",34,1496,297.454451695926
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Pseudodiaptomus forbesi adult",3,132,26.2459810319934
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Alona",3,132,26.2459810319934
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Camptocercus",3,132,26.2459810319934
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Graptoleberis",1,44,8.74866034399781
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Ilyocryptus",1,44,8.74866034399781
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Macrothrix",2,88,17.4973206879956
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Monospilus",2,88,17.4973206879956
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Pleuroxus",4,176,34.9946413759913
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Simocephalus",1,44,8.74866034399781
"Suisun Marsh Pilot","Yolo Bypass",2019-10-18,NA,"Tow",998755,999200,445,5.02934143856517,44,1,"Harpacticoida",2,88,17.4973206879956
"Suisun Marsh Pilot","Yolo Bypass",2019-10-25,NA,"Tow",984680,985000,320,3.61660507941765,53,0.4,"Rotifer",15,1987.5,549.548528621773
"Suisun Marsh Pilot","Yolo Bypass",2019-10-25,NA,"Tow",984680,985000,320,3.61660507941765,53,0.4,"Copepod nauplii",131,17357.5,4799.39048329682
"Suisun Marsh Pilot","Yolo Bypass",2019-10-25,NA,"Tow",984680,985000,320,3.61660507941765,53,0.4,"Ostracoda",8,1060,293.092548598279
"Suisun Marsh Pilot","Yolo Bypass",2019-10-25,NA,"Tow",984680,985000,320,3.61660507941765,53,0.4,"Cyclopoida copepodid",3,397.5,109.909705724355
"Suisun Marsh Pilot","Yolo Bypass",2019-10-25,NA,"Tow",984680,985000,320,3.61660507941765,53,0.4,"Paracyclops",1,132.5,36.6365685747849
"Suisun Marsh Pilot","Yolo Bypass",2019-10-25,NA,"Tow",984680,985000,320,3.61660507941765,53,0.4,"Calanoida copepodid",6,795,219.819411448709
"Suisun Marsh Pilot","Yolo Bypass",2019-10-25,NA,"Tow",984680,985000,320,3.61660507941765,53,0.4,"Pseudodiaptomus forbesi adult",1,132.5,36.6365685747849
"Suisun Marsh Pilot","Yolo Bypass",2019-10-25,NA,"Tow",984680,985000,320,3.61660507941765,53,0.4,"Camptocercus",1,132.5,36.6365685747849
"Suisun Marsh Pilot","Yolo Bypass",2019-10-25,NA,"Tow",984680,985000,320,3.61660507941765,53,0.4,"Ilyocryptus",2,265,73.2731371495697
"Suisun Marsh Pilot","Yolo Bypass",2019-10-25,NA,"Tow",984680,985000,320,3.61660507941765,53,0.4,"Macrothrix",1,132.5,36.6365685747849
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Rotifer",77,8008,2147.13333715268
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Copepod nauplii",102,10608,2844.25455051393
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Ostracoda",9,936,250.963636810053
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Cyclopoida copepodid",8,832,223.078788275603
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Eucyclops pectinifer",1,104,27.8848485344503
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Tropocyclops prasinus",2,208,55.7696970689007
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Calanoida copepodid",7,728,195.193939741152
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Pseudodiaptomus forbesi adult",1,104,27.8848485344503
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Bosmina",2,208,55.7696970689007
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Chydorus",1,104,27.8848485344503
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Graptoleberis",1,104,27.8848485344503
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Pleuroxus",1,104,27.8848485344503
"Suisun Marsh Pilot","Yolo Bypass",2019-11-04,NA,"Tow",984670,985000,330,3.72962398814945,52,0.5,"Harpacticoida",1,104,27.8848485344503
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Chironomidae larvae",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Copepod nauplii",62,62,1637.86749651953
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Euchlanis",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Gastropoda",4,4,105.668870743196
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Insecta larvae",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Keratella",2,2,52.8344353715978
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Lecane",4,4,105.668870743196
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Limnoithona copepodid",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Limnoithona tetraspina adult",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Microcyclops adult",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Ostracoda",3,3,79.2516530573967
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Pseudodiaptomus forbesi copepodid",2,2,52.8344353715978
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Pseudodiaptomus nauplii",84,84,2219.04628560711
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Rotifer",22,22,581.178789087576
"SMSCG","Rio Vista",2024-09-11,"Cage 1","Pump",NA,NA,NA,0.0378541,10,10,"Trichocerca",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Bosmina",1,1.66666666666667,44.0286961429982
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Chironomidae larvae",1,1.66666666666667,44.0286961429982
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Copepod nauplii",63,105,2773.80785700888
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Gastropoda",1,1.66666666666667,44.0286961429982
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Lecane",7,11.6666666666667,308.200873000987
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Limnoithona copepodid",1,1.66666666666667,44.0286961429982
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Limnoithona tetraspina adult",3,5,132.086088428994
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Ostracoda",2,3.33333333333333,88.0573922859963
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Platyias",2,3.33333333333333,88.0573922859963
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Pseudodiaptomus forbesi copepodid",13,21.6666666666667,572.373049858976
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Pseudodiaptomus nauplii",96,160,4226.75482972782
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Rotifer",12,20,528.344353715978
"SMSCG","Rio Vista",2024-09-11,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,10,6,"Trichocerca",1,1.66666666666667,44.0286961429982
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Annelida",23,23,607.596006773375
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Bivalvia veliger",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Camptocercus",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Chironomidae larvae",4,4,105.668870743196
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Copepod nauplii",41,41,1083.10592511775
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Cyclopoida copepodid",13,13,343.423829915386
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Euchlanis",12,12,317.006612229587
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Gammarus daiberi",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Gastropoda",12,12,317.006612229587
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Harpacticoida",2,2,52.8344353715978
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Hyalella",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Lecane",2,2,52.8344353715978
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Limnoithona sinensis adult",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Macrocyclops adult",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Microcyclops adult",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Nematoda",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Ostracoda",18,18,475.50991834438
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Polyarthra",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Pseudodiaptomus nauplii",17,17,449.092700658581
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Rotifer",40,40,1056.68870743196
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Tardigrada",3,3,79.2516530573967
"SMSCG","Rio Vista",2024-09-26,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,20,20,"Trichocerca",3,3,79.2516530573967
"SMSCG","Rio Vista",2024-09-11,"Cage 2","Pump",NA,NA,NA,0.0378541,10,10,"Bosmina",2,2,52.8344353715978
"SMSCG","Rio Vista",2024-09-11,"Cage 2","Pump",NA,NA,NA,0.0378541,10,10,"Copepod nauplii",74,74,1954.87410874912
"SMSCG","Rio Vista",2024-09-11,"Cage 2","Pump",NA,NA,NA,0.0378541,10,10,"Cyclopoida copepodid",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-11,"Cage 2","Pump",NA,NA,NA,0.0378541,10,10,"Diaphanosoma",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-11,"Cage 2","Pump",NA,NA,NA,0.0378541,10,10,"Euchlanis",3,3,79.2516530573967
"SMSCG","Rio Vista",2024-09-11,"Cage 2","Pump",NA,NA,NA,0.0378541,10,10,"Gammaridae",1,1,26.4172176857989
"SMSCG","Rio Vista",2024-09-11,"Cage 2","Pump",NA,NA,NA,0.0378541,10,10,"Gastropoda",9,9,237.75495917219
"SMSCG","Rio Vista",2024-09-11,"Cage 2","Pump",NA,NA,NA,0.0378541,10,10,"Lecane",7,7,184.920523800592
"SMSCG","Rio Vista",2024-09-11,"Cage 2","Pump",NA,NA,NA,0.0378541,10,10,"Lepadella",1,1,26.4172176857989
