"Study","Site","Year","Month","Date","Enclosure","Treatment","FishID","Tag","Error","Empty","Fullness","Digestion","FullStomachWeight","EmptyStomachWeight","StomachWeightDifference","TotalContentsWeight","Taxon","Count","TaxaWeight","Comments"
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N3","S2C6N3","FALSE","N",4,5,"2.4899999999999999E-2","0.0129",0.012,0.0099,"Nematoda",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N3","S2C6N3","FALSE","N",4,5,"2.4899999999999999E-2","0.0129",0.012,0.0099,"Plant material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N3","S2C6N3","FALSE","N",4,5,"2.4899999999999999E-2","0.0129",0.012,0.0099,"Unidentified eggs",29,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N4","S2C6N4","FALSE","N",4,5,"1.0699999999999999E-2","0.0088",0.0019,7e-04,"Acanthocyclops copepodid",3,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N4","S2C6N4","FALSE","N",4,5,"1.0699999999999999E-2","0.0088",0.0019,7e-04,"Bosmina",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N4","S2C6N4","FALSE","N",4,5,"1.0699999999999999E-2","0.0088",0.0019,7e-04,"Chydoridae",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N4","S2C6N4","FALSE","N",4,5,"1.0699999999999999E-2","0.0088",0.0019,7e-04,"Daphnia",3,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N4","S2C6N4","FALSE","N",4,5,"1.0699999999999999E-2","0.0088",0.0019,7e-04,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N4","S2C6N4","FALSE","N",4,5,"1.0699999999999999E-2","0.0088",0.0019,7e-04,"Diacyclops thomasi copepodid",5,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N4","S2C6N4","FALSE","N",4,5,"1.0699999999999999E-2","0.0088",0.0019,7e-04,"Eucyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N4","S2C6N4","FALSE","N",4,5,"1.0699999999999999E-2","0.0088",0.0019,7e-04,"Simocephalus",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N4","S2C6N4","FALSE","N",4,5,"1.0699999999999999E-2","0.0088",0.0019,7e-04,"Unidentified eggs",3,NA,"fish?"
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N5","S2C6N5","FALSE","N",3,5,"8.8000000000000005E-3","0.0073",0.0015,0.001,"Acanthocyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N5","S2C6N5","FALSE","N",3,5,"8.8000000000000005E-3","0.0073",0.0015,0.001,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N5","S2C6N5","FALSE","N",3,5,"8.8000000000000005E-3","0.0073",0.0015,0.001,"Daphnia",10,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N5","S2C6N5","FALSE","N",3,5,"8.8000000000000005E-3","0.0073",0.0015,0.001,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N5","S2C6N5","FALSE","N",3,5,"8.8000000000000005E-3","0.0073",0.0015,0.001,"Diacyclops thomasi copepodid",5,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N5","S2C6N5","FALSE","N",3,5,"8.8000000000000005E-3","0.0073",0.0015,0.001,"Eucyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N5","S2C6N5","FALSE","N",3,5,"8.8000000000000005E-3","0.0073",0.0015,0.001,"Plant material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N5","S2C6N5","FALSE","N",3,5,"8.8000000000000005E-3","0.0073",0.0015,0.001,"Unidentified eggs",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N6","S2C6N6","FALSE","N",2,2,"1.0999999999999999E-2","0.0102",0.000799999999999999,NA,"Gammaridae",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N7","S2C6N7","FALSE","N",4,5,"1.41E-2","0.0113",0.0028,0.0012,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N7","S2C6N7","FALSE","N",4,5,"1.41E-2","0.0113",0.0028,0.0012,"Crangonyx",2,NA,"accessory flagellum present"
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N7","S2C6N7","FALSE","N",4,5,"1.41E-2","0.0113",0.0028,0.0012,"Daphnia",16,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N7","S2C6N7","FALSE","N",4,5,"1.41E-2","0.0113",0.0028,0.0012,"Diacyclops thomasi adult",4,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N7","S2C6N7","FALSE","N",4,5,"1.41E-2","0.0113",0.0028,0.0012,"Diacyclops thomasi copepodid",5,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N7","S2C6N7","FALSE","N",4,5,"1.41E-2","0.0113",0.0028,0.0012,"Diaptomidae adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N7","S2C6N7","FALSE","N",4,5,"1.41E-2","0.0113",0.0028,0.0012,"Graptoleberis",1,NA,"Graptoleberis testudinaria? Only one official species listed"
"Feeding Study","Rio Vista","2022","2",2022-02-16,"6","Live","2022_FDS_S2C6N7","S2C6N7","FALSE","N",4,5,"1.41E-2","0.0113",0.0028,0.0012,"Sinocalanus doerrii adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N10","S2C7N10","FALSE","N",2,5,"1.34E-2","0.0127",0.000700000000000001,NA,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N2","S2C7N2","FALSE","N",2,4,"0.01","0.0074",0.0026,7e-04,"Acanthocyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N2","S2C7N2","FALSE","N",2,4,"0.01","0.0074",0.0026,7e-04,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N2","S2C7N2","FALSE","N",2,4,"0.01","0.0074",0.0026,7e-04,"Animal parts",0,NA,"could not fit into any category, very digested"
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N2","S2C7N2","FALSE","N",2,4,"0.01","0.0074",0.0026,7e-04,"Cyclopoida",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N2","S2C7N2","FALSE","N",2,4,"0.01","0.0074",0.0026,7e-04,"Daphnia",6,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N2","S2C7N2","FALSE","N",2,4,"0.01","0.0074",0.0026,7e-04,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N2","S2C7N2","FALSE","N",2,4,"0.01","0.0074",0.0026,7e-04,"Simocephalus",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N6","S2C7N6","FALSE","N",2,5,"9.5999999999999992E-3","0.008",0.0016,6e-04,"Acanthocyclops adult",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N6","S2C7N6","FALSE","N",2,5,"9.5999999999999992E-3","0.008",0.0016,6e-04,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N6","S2C7N6","FALSE","N",2,5,"9.5999999999999992E-3","0.008",0.0016,6e-04,"Bosmina",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N6","S2C7N6","FALSE","N",2,5,"9.5999999999999992E-3","0.008",0.0016,6e-04,"Daphnia",12,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N6","S2C7N6","FALSE","N",2,5,"9.5999999999999992E-3","0.008",0.0016,6e-04,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N6","S2C7N6","FALSE","N",2,5,"9.5999999999999992E-3","0.008",0.0016,6e-04,"Eurytemora carolleeae adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N6","S2C7N6","FALSE","N",2,5,"9.5999999999999992E-3","0.008",0.0016,6e-04,"Simocephalus",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N7","S2C7N7","FALSE","N",2,5,"1.03E-2","0.0095",8e-04,3e-04,"Acanthocyclops adult",3,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N7","S2C7N7","FALSE","N",2,5,"1.03E-2","0.0095",8e-04,3e-04,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N7","S2C7N7","FALSE","N",2,5,"1.03E-2","0.0095",8e-04,3e-04,"Bosmina",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N7","S2C7N7","FALSE","N",2,5,"1.03E-2","0.0095",8e-04,3e-04,"Daphnia",3,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N7","S2C7N7","FALSE","N",2,5,"1.03E-2","0.0095",8e-04,3e-04,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N7","S2C7N7","FALSE","N",2,5,"1.03E-2","0.0095",8e-04,3e-04,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N7","S2C7N7","FALSE","N",2,5,"1.03E-2","0.0095",8e-04,3e-04,"Simocephalus",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"7","Dry","2022_FDS_S2C7N8","S2C7N8","FALSE","N",2,5,"2.0299999999999999E-2","0.019",0.0013,NA,"Plant material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N1","S2C8N1","FALSE","N",2,5,"1.26E-2","0.0109",0.0017,NA,"Daphnia",3,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N10","S2C8N10","FALSE","N",3,5,"8.3999999999999995E-3","0.0066",0.0018,NA,"Acanthocyclops adult",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N10","S2C8N10","FALSE","N",3,5,"8.3999999999999995E-3","0.0066",0.0018,NA,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N10","S2C8N10","FALSE","N",3,5,"8.3999999999999995E-3","0.0066",0.0018,NA,"Bosmina",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N10","S2C8N10","FALSE","N",3,5,"8.3999999999999995E-3","0.0066",0.0018,NA,"Ceriodaphnia",3,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N10","S2C8N10","FALSE","N",3,5,"8.3999999999999995E-3","0.0066",0.0018,NA,"Cyclopoida",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N10","S2C8N10","FALSE","N",3,5,"8.3999999999999995E-3","0.0066",0.0018,NA,"Daphnia",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N10","S2C8N10","FALSE","N",3,5,"8.3999999999999995E-3","0.0066",0.0018,NA,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N10","S2C8N10","FALSE","N",3,5,"8.3999999999999995E-3","0.0066",0.0018,NA,"Diacyclops thomasi copepodid",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N10","S2C8N10","FALSE","N",3,5,"8.3999999999999995E-3","0.0066",0.0018,NA,"Eucyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N2","S2C8N2","FALSE","N",2,5,"1.8100000000000002E-2","0.0108",0.0073,NA,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N2","S2C8N2","FALSE","N",2,5,"1.8100000000000002E-2","0.0108",0.0073,NA,"Daphnia",11,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N2","S2C8N2","FALSE","N",2,5,"1.8100000000000002E-2","0.0108",0.0073,NA,"Diaptomidae adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N2","S2C8N2","FALSE","N",2,5,"1.8100000000000002E-2","0.0108",0.0073,NA,"Harpacticoida",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N2","S2C8N2","FALSE","N",2,5,"1.8100000000000002E-2","0.0108",0.0073,NA,"Plant material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N3","S2C8N3","FALSE","N",2,5,"1.21E-2","0.0099",0.0022,5e-04,"Acanthocyclops adult",3,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N3","S2C8N3","FALSE","N",2,5,"1.21E-2","0.0099",0.0022,5e-04,"Acanthocyclops copepodid",3,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N3","S2C8N3","FALSE","N",2,5,"1.21E-2","0.0099",0.0022,5e-04,"Bosmina",4,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N3","S2C8N3","FALSE","N",2,5,"1.21E-2","0.0099",0.0022,5e-04,"Ceriodaphnia",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N3","S2C8N3","FALSE","N",2,5,"1.21E-2","0.0099",0.0022,5e-04,"Daphnia",16,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N3","S2C8N3","FALSE","N",2,5,"1.21E-2","0.0099",0.0022,5e-04,"Diacyclops thomasi adult",6,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N3","S2C8N3","FALSE","N",2,5,"1.21E-2","0.0099",0.0022,5e-04,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N3","S2C8N3","FALSE","N",2,5,"1.21E-2","0.0099",0.0022,5e-04,"Macrocyclops copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N3","S2C8N3","FALSE","N",2,5,"1.21E-2","0.0099",0.0022,5e-04,"Ostracoda",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N9","S2C8N9","FALSE","N",3,5,"1.8100000000000002E-2","0.0102",0.0079,0.0029,"Daphnia",6,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"8","Live","2022_FDS_S2C8N9","S2C8N9","FALSE","N",3,5,"1.8100000000000002E-2","0.0102",0.0079,0.0029,"Unidentified eggs",7,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Dry","2022_FDS_S2CDN10","S2CDN10","FALSE","N",2,1,"2.3300000000000001E-2","0.0161",0.0072,5e-04,"Digestive material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Dry","2022_FDS_S2CDN4","S2CDN4","FALSE","N",3,5,"2.7099999999999999E-2","0.0207",0.0064,0.005,"Unidentified eggs",24,NA,"fish?"
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Dry","2022_FDS_S2CDN5","S2CDN5","FALSE","N",2,3,"1.9300000000000001E-2","0.0179",0.0014,6e-04,"Digestive material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Dry","2022_FDS_S2CDN5","S2CDN5","FALSE","N",2,3,NA,NA,NA,6e-04,"Artemia",18,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Dry","2022_FDS_S2CDN6","S2CDN6","FALSE","Y",1,1,"1.7999999999999999E-2","0.018",0,0,"None",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Dry","2022_FDS_S2CDN8","S2CDN8","FALSE","N",2,1,"1.37E-2","0.0112",0.0025,0.0012,"Digestive material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Live","2022_FDS_S2CLN3","S2CLN3","FALSE","N",4,4,"2.3599999999999999E-2","0.0158",0.0078,0.0078,"Digestive material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Live","2022_FDS_S2CLN3","S2CLN3","FALSE","N",4,4,NA,NA,NA,0.0078,"Artemia",121,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Live","2022_FDS_S2CLN4","S2CLN4","FALSE","N",4,4,"2.3300000000000001E-2","0.0162",0.0071,0.0043,"Digestive material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Live","2022_FDS_S2CLN4","S2CLN4","FALSE","N",4,4,NA,NA,NA,0.0043,"Artemia",29,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Live","2022_FDS_S2CLN5","S2CLN5","FALSE","N",4,4,"3.3399999999999999E-2","0.0119",0.0215,0.0118,"Digestive material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Live","2022_FDS_S2CLN5","S2CLN5","FALSE","N",4,4,NA,NA,NA,0.0118,"Artemia",79,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Live","2022_FDS_S2CLN7","S2CLN7","FALSE","N",2,2,"1.2699999999999999E-2","0.0115",0.0012,NA,"Digestive material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Live","2022_FDS_S2CLN7","S2CLN7","FALSE","N",2,2,NA,NA,NA,NA,"Artemia",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Live","2022_FDS_S2CLN8","S2CLN8","FALSE","N",5,2,"2.3199999999999998E-2","0.007",0.0162,0.011,"Digestive material",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-16,"FCCL Control","Live","2022_FDS_S2CLN8","S2CLN8","FALSE","N",5,2,NA,NA,NA,0.011,"Artemia",63,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N10","S3C1N10","FALSE","N",2,5,"1.32E-2","0.0103",0.0029,8e-04,"Acanthocyclops adult",5,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N10","S3C1N10","FALSE","N",2,5,"1.32E-2","0.0103",0.0029,8e-04,"Acanthocyclops copepodid",19,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N10","S3C1N10","FALSE","N",2,5,"1.32E-2","0.0103",0.0029,8e-04,"Bosmina",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N10","S3C1N10","FALSE","N",2,5,"1.32E-2","0.0103",0.0029,8e-04,"Daphnia",10,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N10","S3C1N10","FALSE","N",2,5,"1.32E-2","0.0103",0.0029,8e-04,"Diacyclops thomasi adult",9,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N10","S3C1N10","FALSE","N",2,5,"1.32E-2","0.0103",0.0029,8e-04,"Diacyclops thomasi copepodid",8,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N10","S3C1N10","FALSE","N",2,5,"1.32E-2","0.0103",0.0029,8e-04,"Eurytemora carolleeae adult",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Acanthocyclops adult",3,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Acanthocyclops copepodid",4,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Amphipoda parts",0,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Ceriodaphnia",3,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Daphnia",15,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Diacyclops thomasi adult",7,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Diacyclops thomasi copepodid",6,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Eucyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Eurytemora carolleeae adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Gammaridea juvenile",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Halicyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N5","S3C1N5","FALSE","N",3,5,"1.17E-2","0.0074",0.0043,0.0017,"Osphranticum labronectum adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N7","S3C1N7","FALSE","N",2,5,"1.18E-2","0.0109",9e-04,NA,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N7","S3C1N7","FALSE","N",2,5,"1.18E-2","0.0109",9e-04,NA,"Daphnia",6,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N7","S3C1N7","FALSE","N",2,5,"1.18E-2","0.0109",9e-04,NA,"Diacyclops thomasi",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N8","S3C1N8","FALSE","N",2,5,"1.15E-2","0.0115",0,NA,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N8","S3C1N8","FALSE","N",2,5,"1.15E-2","0.0115",0,NA,"Calanoida",1,NA,"no full body"
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N8","S3C1N8","FALSE","N",2,5,"1.15E-2","0.0115",0,NA,"Cyclopoida",5,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N8","S3C1N8","FALSE","N",2,5,"1.15E-2","0.0115",0,NA,"Daphnia",12,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N8","S3C1N8","FALSE","N",2,5,"1.15E-2","0.0115",0,NA,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N8","S3C1N8","FALSE","N",2,5,"NA","0.0115",NA,NA,"Macrocyclops copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N9","S3C1N9","FALSE","N",2,5,"1.01E-2","0.0031",0.007,NA,"Acanthocyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N9","S3C1N9","FALSE","N",2,5,"1.01E-2","0.0031",0.007,NA,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N9","S3C1N9","FALSE","N",2,5,"1.01E-2","0.0031",0.007,NA,"Daphnia",13,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N9","S3C1N9","FALSE","N",2,5,"1.01E-2","0.0031",0.007,NA,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study","Rio Vista","2022","2",2022-02-22,"1","Dry","2022_FDS_S3C1N9","S3C1N9","FALSE","N",2,5,"1.01E-2","0.0031",0.007,NA,"Diacyclops thomasi copepodid",2,NA,NA
