Location,Date,Method,TowDistance,SetTime,FlowMeterStart,FlowMeterEnd,Rotations,MeshSize,RingSize,TotalVolume,SubsampledVolume,Taxon,Count,nSubsamples,TaxonomicGrouping,BiomassIndex,TotalBiomass
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Disparalona,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Eurycercus,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Graptoleberis,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Ilyocryptus,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Kurzia,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Leydigia,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Macrothrix,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Moina,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Monospilus,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Picripleuroxus,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Pleuroxus,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Pseudochydorus,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Scaphloberis,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Scaphloberis,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Sida,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Simocephalus,8,1,Cladocera,1,8
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Harpacticoids,5,1,Harpacticoid,1,5
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Americorophium,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Annelid,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Baby Clam,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Baby snail,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Clam,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Corophium spp.,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Cumacean,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Fish,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Fish eggs,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Gammarus spp.,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Insect larvae,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Isopod,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Larval Fish,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Mysids,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Shrimp ,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Snail,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Snail,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,0.3,Rotifers,194,1,Microzoo,0.12,23.28
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,0.3,Barnacles ,0,,Microzoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,0.3,Copepod nauplii ,133,1,Microzoo,0.1,13.3
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,0.3,Ostracods,0,,Microzoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acanthocyclops vernalis adult,5,1,Cyclopoid,3.36,16.8
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acanthocyclops vernalis copepodid,0,,Cyclopoid,1.68,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Cyclopoid adult,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Cyclopoid copepodid,105,1,Cyclopoid,1.68,176.4
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Diacyclops thomasi,5,1,Cyclopoid,3.36,16.8
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Ectocyclops phaleratus,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Eucyclops prionophorus,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Limnoithona copepodid,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Limnoithona sinensis,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Limnoithona spp.,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Limnoithona tetraspina,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Macrocyclops albidus,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Mesocyclops edax,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Microcyclops rubellus,1,1,Cyclopoid,3.36,3.36
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Monospilus,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Oithona copepodid,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Oithona davisae,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Oithona similis,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Oithona spp. ,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Paracyclops sp.,0,,Cyclopoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acartia copepodid,0,,Calanoid,1.301,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acartia spp.,0,,Calanoid,0,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acartiella copepodid,0,,Calanoid,1.162,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acartiella sinensis ,0,,Calanoid,2.666,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Calanoid copepodid,2,1,Calanoid,1.5,3
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Diaptomus copepodid,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Diaptomus spp.,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Eurytemora affinis adult,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Eurytemora affinis copepodid,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Osphranticum copepodid,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Osphranticum labronectum,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Pseudodiaptomus forbesi adult,1,1,Calanoid,2.662,2.662
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Pseudodiaptomus forbesi copepodid,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Sinocalanus doerrii adult ,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Sinocalanus doerrii copepodid,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Skistodiaptomus pallidus,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Tortanus copepodid,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Tortanus spp. ,0,,Calanoid,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Alona,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Alonella,2,1,Cladocera,0.6,1.2
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Bosmina,32,1,Cladocera,0.6,19.2
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Camptocercus,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Ceriodaphnia,13,1,Cladocera,1.4,18.2
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Chydorus,23,1,Cladocera,0.6,13.8
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Daphnia,12,1,Cladocera,4,48
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Diaphanosoma,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Disparalona,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Eurycercus,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Graptoleberis,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Ilyocryptus,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Kurzia,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Leydigia,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Macrothrix,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Moina,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Monospilus,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Monospilus dispar,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Picripleuroxus,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Pleuroxus,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Pseudochydorus,1,1,Cladocera,0.6,0.6
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Scaphloberis,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Sida,0,,Cladocera,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Simocephalus,3,1,Cladocera,1,3
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Harpacticoids,2,1,Harpacticoid,1,2
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Americorophium,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Annelid,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Baby Clam,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Baby snail,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Clam,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Corophium spp.,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Cumacean,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Fish,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Fish eggs,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Gammarus spp.,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Insect larvae,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Isopod,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Larval Fish,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Mysids,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Shrimp ,0,,Macrozoo,,0
RV,2/12/2019,Tow,NA,2,976600,976940,340,50,50,88,2.8,Snail,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,0.2,Rotifers,353,1,Microzoo,0.12,42.36
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,0.2,Barnacles ,0,,Microzoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,0.2,Copepod nauplii ,124,1,Microzoo,0.1,12.4
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,0.2,Ostracods,0,,Microzoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Acanthocyclops vernalis adult,0,,Cyclopoid,3.36,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Acanthocyclops vernalis copepodid,0,,Cyclopoid,1.68,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Cyclopoid adult,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Cyclopoid copepodid,35,1,Cyclopoid,1.68,58.8
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Diacyclops thomasi,3,1,Cyclopoid,3.36,10.08
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Ectocyclops phaleratus,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Eucyclops sp.,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Limnoithona copepodid,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Limnoithona sinensis,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Limnoithona spp.,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Limnoithona tetraspina,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Macrocyclops albidus,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Mesocyclops edax,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Microcyclops rubellus,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Monospilus,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Oithona copepodid,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Oithona davisae,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Oithona similis,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Oithona spp. ,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Paracyclops sp.,0,,Cyclopoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Acartia copepodid,0,,Calanoid,1.301,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Acartia spp.,0,,Calanoid,0,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Acartiella copepodid,0,,Calanoid,1.162,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Acartiella sinensis ,0,,Calanoid,2.666,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Calanoid copepodid,1,1,Calanoid,1.5,1.5
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Diaptomus copepodid,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Diaptomus spp.,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Eurytemora affinis adult,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Eurytemora affinis copepodid,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Osphranticum copepodid,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Osphranticum labronectum,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Pseudodiaptomus forbesi adult,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Pseudodiaptomus forbesi copepodid,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Sinocalanus doerrii adult ,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Sinocalanus doerrii copepodid,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Skistodiaptomus pallidus,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Tortanus copepodid,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Tortanus spp. ,0,,Calanoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Alona,1,1,Cladocera,0.6,0.6
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Alonella,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Bosmina,20,1,Cladocera,0.6,12
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Camptocercus,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Ceriodaphnia,2,1,Cladocera,1.4,2.8
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Chydorus,11,1,Cladocera,0.6,6.6
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Daphnia,3,1,Cladocera,4,12
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Diaphanosoma,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Disparalona,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Eurycercus,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Graptoleberis,1,1,Cladocera,0.6,0.6
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Ilyocryptus,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Kurzia,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Leydigia,1,1,Cladocera,0.6,0.6
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Macrothrix,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Moina,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Monospilus,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Picripleuroxus,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Pleuroxus,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Scaphloberis,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Sida,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Simocephalus,0,,Cladocera,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Harpacticoids,0,,Harpacticoid,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Americorophium,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Annelid,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Baby Clam,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Baby snail,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Clam,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Corophium spp.,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Cumacean,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Fish,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Fish eggs,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Gammarus spp.,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Insect larvae,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Isopod,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Larval Fish,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Mysids,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Shrimp ,0,,Macrozoo,,0
RV,2/15/2019,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Snail,0,,Macrozoo,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,1,Rotifers,257,1,Microzoo,0.12,30.84
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,1,Barnacles ,0,,Microzoo,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,1,Copepod nauplii ,45,1,Microzoo,0.1,4.5
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,1,Ostracods,0,,Microzoo,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Acanthocyclops vernalis adult,2,1,Cyclopoid,3.36,6.72
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Acanthocyclops vernalis copepodid,0,,Cyclopoid,1.68,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Cyclopoid adult,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Cyclopoid copepodid,17,1,Cyclopoid,1.68,28.56
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Diacyclops thomasi,2,1,Cyclopoid,3.36,6.72
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Ectocyclops phaleratus,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Eucyclops elegans,1,1,Cyclopoid,3.36,3.36
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Limnoithona copepodid,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Limnoithona sinensis,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Limnoithona spp.,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Limnoithona tetraspina,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Macrocyclops albidus,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Mesocyclops edax,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Microcyclops rubellus,1,1,Cyclopoid,3.36,3.36
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Monospilus,0,,Cladocera,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Oithona copepodid,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Oithona davisae,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Oithona similis,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Oithona spp. ,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Paracyclops fimbriatus,0,,Cyclopoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Acartia copepodid,0,,Calanoid,1.301,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Acartia spp.,0,,Calanoid,0,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Acartiella copepodid,0,,Calanoid,1.162,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Acartiella sinensis ,0,,Calanoid,2.666,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Calanoid copepodid,2,1,Calanoid,1.5,3
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Diaptomus copepodid,0,,Calanoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Diaptomus spp.,0,,Calanoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Eurytemora affinis adult,0,,Calanoid,,0
RV,2/19/2019,Throw,6.5,NA,NA,NA,NA,50,15,75,15,Eurytemora affinis copepodid,0,,Calanoid,,0
